Flight_ID,Date,Route,Aircraft_Type,Passengers,Ticket_Price_USD,Delay_Minutes,Weather_Condition,Maintenance_Status,Customer_Satisfaction_Score
FL00991,2025-08-25,DXB-LHR,Boeing 777,182,719.13,3,Clear,Routine,4
FL00992,2025-09-22,DEL-SFO,Boeing 777,131,328.78,4,Rain,Routine,1
FL00993,2025-04-05,SFO-HND,Airbus A380,368,902.77,114,Clear,Routine,1
FL00994,2025-03-19,JFK-CDG,Airbus A320,377,1066.42,10,Clear,Routine,4
FL00995,2025-10-24,JFK-LHR,Airbus A320,147,464.29,8,Clear,Routine,3
FL00996,2025-02-21,BOM-LHR,Airbus A380,122,714.53,1,Clear,Delayed,4
FL00997,2025-04-13,JFK-LHR,Boeing 777,376,1412.8,25,Rain,Routine,5
FL00998,2025-01-28,DEL-SFO,Boeing 787,79,802.99,26,Rain,Delayed,2
FL00999,2025-04-30,JFK-CDG,Boeing 777,174,1253.18,4,Clear,Routine,4
FL01000,2025-04-09,BOM-LHR,Airbus A320,259,1408.98,62,Snow,Routine,2
FL01001,2025-08-22,DEL-SFO,Boeing 777,321,1467.93,40,Clear,Routine,5
FL01002,2025-11-17,SFO-HND,Boeing 787,262,1372.9,6,Rain,Routine,3
FL01003,2025-09-30,DXB-LHR,Airbus A350,182,646.76,16,Clear,Routine,2
FL01004,2025-10-23,JFK-LHR,Boeing 777,206,1453.22,15,Fog,Routine,2
FL01005,2025-11-24,SIN-SYD,Airbus A380,96,1265.49,10,Clear,Routine,1
FL01006,2025-04-22,SIN-SYD,Airbus A350,71,1296.47,42,Rain,Urgent,2
FL01007,2025-11-08,JFK-CDG,Airbus A380,132,268.97,2,Clear,Routine,2
FL01008,2025-03-10,SFO-HND,Airbus A380,283,1442.8,13,Clear,Cleared,2
FL01009,2025-03-31,JFK-LHR,Airbus A380,109,1222.61,13,Clear,Urgent,2
FL01010,2025-09-14,SFO-HND,Boeing 777,237,1209.96,15,Clear,Urgent,5
FL01011,2025-08-19,JFK-LHR,Airbus A320,107,351.91,49,Storm,Routine,1
FL01012,2025-07-30,JFK-CDG,Airbus A350,308,540.71,6,Clear,Routine,4
FL01013,2025-11-18,JFK-CDG,Boeing 787,211,1452.83,2,Rain,Cleared,1
FL01014,2025-07-13,SIN-SYD,Airbus A320,350,875.85,24,Rain,Routine,3
FL01015,2025-02-24,SFO-HND,Boeing 777,355,747.32,4,Clear,Routine,4
FL01016,2025-10-12,BOM-LHR,Airbus A380,51,1299.93,1,Clear,Urgent,1
FL01017,2025-09-27,SIN-SYD,Boeing 787,320,359.18,13,Fog,Routine,1
FL01018,2025-05-21,SFO-HND,Airbus A350,192,771.18,6,Clear,Routine,1
FL01019,2025-04-10,SIN-SYD,Airbus A320,237,719.63,11,Clear,Routine,1
FL01020,2025-07-26,BOM-LHR,Airbus A320,390,687.31,7,Rain,Cleared,1
FL01021,2025-11-10,DXB-LHR,Boeing 787,273,634.62,2,Clear,Cleared,1
FL01022,2025-03-11,DXB-LHR,Boeing 777,229,512.59,20,Clear,Delayed,5
FL01023,2025-10-12,DXB-LHR,Airbus A350,72,466.14,0,Clear,Urgent,5
FL01024,2025-03-01,DXB-LHR,Boeing 787,86,1050.51,84,Fog,Routine,3
FL01025,2025-08-31,DEL-SFO,Airbus A380,156,1399.24,10,Clear,Routine,2
FL01026,2025-05-06,JFK-LHR,Airbus A350,346,886.06,29,Fog,Routine,1
FL01027,2025-04-05,DEL-SFO,Airbus A320,278,622.47,41,Clear,Routine,2
FL01028,2025-06-21,DEL-SFO,Boeing 787,362,448.95,8,Clear,Routine,5
FL01029,2025-02-01,DEL-SFO,Airbus A320,146,1287.68,34,Fog,Routine,3
FL01030,2025-10-05,DXB-LHR,Airbus A320,330,1464.37,44,Clear,Routine,1
FL01031,2025-02-11,BOM-LHR,Airbus A320,159,686.44,6,Clear,Routine,4
FL01032,2025-05-23,JFK-CDG,Boeing 777,86,613.69,122,Clear,Routine,1
FL01033,2025-05-31,JFK-CDG,Airbus A320,89,1001.87,0,Fog,Urgent,4
FL01034,2025-05-24,JFK-LHR,Airbus A380,134,1219.16,6,Clear,Routine,1
FL01035,2025-05-14,DXB-LHR,Airbus A380,351,819.25,37,Snow,Routine,1
FL01036,2025-06-02,DXB-LHR,Airbus A350,237,1037.59,5,Clear,Routine,2
FL01037,2025-08-13,DXB-LHR,Airbus A320,289,1145.69,29,Clear,Delayed,1
FL01038,2025-02-18,SIN-SYD,Airbus A320,68,1450.74,48,Clear,Routine,3
FL01039,2025-09-10,SFO-HND,Boeing 787,396,456.3,79,Fog,Routine,1
FL01040,2025-11-16,SIN-SYD,Boeing 777,374,1496.73,16,Rain,Routine,4
FL01041,2025-04-09,SFO-HND,Airbus A350,310,740.2,88,Rain,Routine,4
FL01042,2025-04-17,DXB-LHR,Airbus A320,207,1154.0,13,Clear,Routine,5
FL01043,2025-07-22,DXB-LHR,Boeing 787,353,965.52,6,Clear,Routine,5
FL01044,2025-02-26,SIN-SYD,Boeing 777,161,858.34,18,Rain,Routine,2
FL01045,2025-09-20,SIN-SYD,Airbus A350,193,1122.59,26,Rain,Urgent,2
FL01046,2025-10-30,SFO-HND,Airbus A350,305,744.69,15,Rain,Routine,1
FL01047,2025-12-12,JFK-CDG,Airbus A320,67,407.64,20,Clear,Delayed,2
FL01048,2025-09-11,SFO-HND,Airbus A350,233,861.12,13,Fog,Routine,4
FL01049,2025-02-18,SIN-SYD,Boeing 787,336,902.39,18,Clear,Routine,1
FL01050,2025-10-27,BOM-LHR,Airbus A350,180,502.38,76,Clear,Routine,3
FL01051,2025-10-21,SIN-SYD,Airbus A380,330,1419.52,17,Fog,Cleared,5
FL01052,2025-10-12,BOM-LHR,Boeing 787,294,534.34,7,Rain,Routine,4
FL01053,2025-11-30,JFK-LHR,Boeing 777,57,761.53,35,Clear,Routine,5
FL01054,2025-08-27,SIN-SYD,Boeing 777,242,443.66,10,Snow,Routine,1
FL01055,2025-04-18,JFK-LHR,Airbus A320,367,919.75,42,Clear,Routine,1
FL01056,2025-10-11,JFK-CDG,Airbus A320,56,634.55,1,Clear,Routine,3
FL01057,2025-10-27,SFO-HND,Airbus A380,185,861.59,10,Rain,Routine,4
FL01058,2025-11-08,BOM-LHR,Boeing 777,68,530.77,2,Clear,Delayed,1
FL01059,2025-01-20,SFO-HND,Boeing 777,188,317.22,2,Clear,Delayed,3
FL01060,2025-12-18,JFK-LHR,Boeing 777,226,1224.03,26,Clear,Routine,1
FL01061,2025-11-05,BOM-LHR,Boeing 777,60,1051.36,12,Clear,Routine,3
FL01062,2025-04-01,SFO-HND,Airbus A350,90,675.92,51,Clear,Routine,1
FL01063,2025-02-13,SIN-SYD,Boeing 787,163,309.37,18,Fog,Delayed,5
FL01064,2025-07-05,DXB-LHR,Boeing 787,229,1331.97,8,Clear,Routine,3
FL01065,2025-03-24,JFK-LHR,Airbus A380,243,462.24,31,Clear,Routine,1
FL01066,2025-09-05,SFO-HND,Airbus A350,245,1413.43,24,Rain,Delayed,3
FL01067,2025-09-22,JFK-LHR,Boeing 777,397,848.24,40,Storm,Routine,4
FL01068,2025-05-26,DEL-SFO,Boeing 777,274,675.48,25,Rain,Routine,3
FL01069,2025-08-20,JFK-LHR,Airbus A320,380,1177.2,4,Clear,Delayed,3
FL01070,2025-03-12,BOM-LHR,Airbus A320,372,1346.05,27,Clear,Routine,1
FL01071,2025-12-21,DEL-SFO,Airbus A380,310,713.39,12,Fog,Routine,4
FL01072,2025-07-13,BOM-LHR,Boeing 777,165,759.18,15,Clear,Routine,5
FL01073,2025-08-18,DXB-LHR,Airbus A380,199,791.45,63,Clear,Delayed,1
FL01074,2025-11-07,DEL-SFO,Airbus A350,167,1402.9,11,Rain,Routine,2
FL01075,2025-01-17,SIN-SYD,Boeing 787,214,1115.7,23,Clear,Routine,3
FL01076,2025-09-28,JFK-LHR,Boeing 777,301,559.56,11,Fog,Routine,2
FL01077,2025-06-11,SFO-HND,Airbus A350,316,481.25,2,Fog,Routine,1
FL01078,2025-02-28,JFK-CDG,Boeing 777,93,537.96,15,Rain,Delayed,4
FL01079,2025-04-19,JFK-LHR,Airbus A320,230,579.45,22,Storm,Routine,4
FL01080,2025-07-23,JFK-LHR,Airbus A380,126,537.73,13,Clear,Delayed,1
FL01081,2025-09-22,DXB-LHR,Airbus A320,165,1073.13,12,Snow,Routine,3
FL01082,2025-03-20,SIN-SYD,Boeing 787,116,394.92,42,Rain,Routine,1
FL01083,2025-09-06,JFK-CDG,Airbus A320,62,734.2,0,Clear,Routine,4
FL01084,2025-06-17,DEL-SFO,Boeing 777,141,1031.32,8,Fog,Delayed,2
FL01085,2025-09-06,DEL-SFO,Airbus A320,295,613.57,41,Fog,Routine,4
FL01086,2025-06-27,DEL-SFO,Boeing 777,316,331.59,63,Fog,Urgent,4
FL01087,2025-09-23,BOM-LHR,Boeing 787,188,352.28,13,Rain,Cleared,2
FL01088,2025-12-30,BOM-LHR,Airbus A320,390,407.46,54,Clear,Delayed,3
FL01089,2025-09-17,SFO-HND,Airbus A380,293,1294.8,5,Clear,Cleared,2
FL01090,2025-12-05,JFK-CDG,Airbus A380,390,1072.33,6,Clear,Routine,2
FL01091,2025-04-23,DEL-SFO,Airbus A380,322,330.65,46,Clear,Routine,3
FL01092,2025-09-12,BOM-LHR,Airbus A320,353,738.84,58,Clear,Routine,2
FL01093,2025-04-03,SFO-HND,Airbus A320,240,598.23,6,Clear,Routine,2
FL01094,2025-05-20,SIN-SYD,Airbus A320,146,972.55,1,Rain,Routine,3
FL01095,2025-11-06,SFO-HND,Boeing 777,380,903.51,2,Clear,Routine,3
FL01096,2025-03-16,BOM-LHR,Boeing 787,254,851.41,7,Clear,Routine,5
FL01097,2025-06-29,DXB-LHR,Airbus A380,186,643.14,35,Clear,Routine,2
FL01098,2025-08-20,DXB-LHR,Boeing 777,126,422.25,17,Rain,Routine,2
FL01099,2025-12-24,DEL-SFO,Airbus A380,86,1177.97,15,Fog,Routine,2
FL01100,2025-08-04,DXB-LHR,Boeing 777,335,1349.82,21,Rain,Routine,5
FL01101,2025-12-23,DEL-SFO,Airbus A320,352,1430.19,55,Clear,Delayed,2
FL01102,2025-06-04,DEL-SFO,Airbus A380,184,323.27,2,Clear,Routine,3
FL01103,2025-09-07,BOM-LHR,Airbus A320,191,1174.89,29,Snow,Delayed,2
FL01104,2025-12-25,DXB-LHR,Airbus A380,303,1158.13,65,Clear,Urgent,2
FL01105,2025-03-05,DEL-SFO,Airbus A350,97,1433.89,5,Fog,Delayed,3
FL01106,2025-12-08,JFK-CDG,Boeing 777,304,566.14,45,Clear,Routine,4
FL01107,2025-04-03,SIN-SYD,Airbus A350,183,1177.72,29,Clear,Delayed,3
FL01108,2025-10-28,SFO-HND,Boeing 777,339,318.28,0,Clear,Routine,5
FL01109,2025-07-15,SFO-HND,Boeing 787,257,1039.06,6,Snow,Routine,3
FL01110,2025-09-13,BOM-LHR,Airbus A380,150,688.56,23,Clear,Routine,2
FL01111,2025-02-24,DXB-LHR,Boeing 787,95,1211.14,17,Clear,Routine,3
FL01112,2025-12-14,DXB-LHR,Boeing 787,119,1329.13,18,Clear,Delayed,2
FL01113,2025-06-19,DEL-SFO,Boeing 777,185,706.03,6,Clear,Routine,3
FL01114,2025-02-19,JFK-LHR,Airbus A350,329,906.98,28,Fog,Routine,3
FL01115,2025-08-05,DEL-SFO,Airbus A320,116,396.76,7,Clear,Routine,4
FL01116,2025-04-29,SIN-SYD,Boeing 777,53,771.13,12,Clear,Routine,3
FL01117,2025-04-29,JFK-CDG,Airbus A320,273,701.0,11,Clear,Routine,3
FL01118,2025-01-17,SFO-HND,Boeing 787,50,478.9,27,Clear,Routine,1
FL01119,2025-06-07,DEL-SFO,Airbus A320,339,1368.1,2,Clear,Routine,5
FL01120,2025-05-15,JFK-LHR,Airbus A350,158,435.11,5,Clear,Routine,5
FL01121,2025-02-25,JFK-LHR,Boeing 777,314,1044.67,5,Rain,Routine,2
FL01122,2025-03-06,DEL-SFO,Airbus A350,112,1362.68,2,Fog,Routine,2
FL01123,2025-03-12,BOM-LHR,Airbus A350,315,1389.96,5,Clear,Routine,4
FL01124,2025-12-14,SFO-HND,Boeing 777,187,1241.55,23,Storm,Routine,1
FL01125,2025-12-02,BOM-LHR,Airbus A350,93,470.18,32,Fog,Routine,1
FL01126,2025-07-12,JFK-CDG,Airbus A380,311,1271.79,26,Clear,Routine,2
FL01127,2025-06-28,JFK-LHR,Airbus A380,265,595.71,16,Clear,Delayed,3
FL01128,2025-02-24,JFK-LHR,Airbus A380,170,1403.0,1,Storm,Routine,1
FL01129,2025-05-06,SIN-SYD,Airbus A320,201,1136.36,79,Rain,Routine,1
FL01130,2025-11-06,JFK-CDG,Airbus A350,262,1231.58,4,Clear,Urgent,3
FL01131,2025-02-28,JFK-LHR,Boeing 777,283,356.29,27,Clear,Routine,1
FL01132,2025-04-03,JFK-CDG,Boeing 777,160,978.46,61,Clear,Routine,4
FL01133,2025-05-02,SFO-HND,Airbus A320,369,1276.43,29,Clear,Cleared,1
FL01134,2025-09-13,DXB-LHR,Boeing 777,271,1326.99,6,Rain,Routine,1
FL01135,2025-11-17,JFK-LHR,Airbus A380,275,285.79,9,Rain,Routine,4
FL01136,2025-06-20,SIN-SYD,Airbus A350,259,1423.95,0,Fog,Routine,4
FL01137,2025-11-19,SFO-HND,Boeing 777,120,304.17,23,Clear,Routine,3
FL01138,2025-05-29,DEL-SFO,Boeing 777,138,1018.15,23,Clear,Routine,4
FL01139,2025-04-15,JFK-CDG,Boeing 787,311,1116.73,32,Rain,Routine,5
FL01140,2025-10-31,DEL-SFO,Boeing 787,237,384.18,0,Clear,Delayed,3
FL01141,2025-10-17,BOM-LHR,Boeing 787,161,310.01,42,Snow,Routine,3
FL01142,2025-06-10,SFO-HND,Airbus A350,288,1231.14,33,Rain,Routine,2
FL01143,2025-10-21,DEL-SFO,Airbus A380,305,730.84,3,Storm,Routine,3
FL01144,2025-05-04,JFK-LHR,Airbus A380,199,383.89,10,Snow,Routine,4
FL01145,2025-05-07,JFK-CDG,Airbus A380,176,1203.33,25,Rain,Routine,4
FL01146,2025-01-17,DXB-LHR,Airbus A350,368,1311.45,17,Clear,Routine,3
FL01147,2025-07-07,SFO-HND,Airbus A350,323,984.23,3,Fog,Routine,2
FL01148,2025-05-05,JFK-LHR,Boeing 787,382,451.55,2,Clear,Routine,3
FL01149,2025-04-21,SIN-SYD,Boeing 777,188,269.03,38,Fog,Routine,2
FL01150,2025-09-21,BOM-LHR,Airbus A320,152,1126.0,4,Clear,Routine,2
FL01151,2025-05-30,JFK-CDG,Airbus A320,291,937.67,4,Clear,Delayed,5
FL01152,2025-04-07,SFO-HND,Boeing 777,166,1063.5,44,Fog,Routine,1
FL01153,2025-03-28,SFO-HND,Boeing 787,263,1266.48,23,Snow,Routine,4
FL01154,2025-03-28,DXB-LHR,Boeing 777,66,792.78,23,Snow,Urgent,1
FL01155,2025-10-07,DXB-LHR,Boeing 777,228,405.64,16,Clear,Cleared,1
FL01156,2025-03-13,SIN-SYD,Airbus A320,273,1424.98,21,Fog,Routine,5
FL01157,2025-06-28,BOM-LHR,Boeing 787,319,931.58,23,Clear,Routine,4
FL01158,2025-12-04,SIN-SYD,Airbus A350,362,1019.12,85,Clear,Delayed,4
FL01159,2025-02-24,JFK-LHR,Airbus A320,398,1416.76,6,Fog,Routine,3
FL01160,2025-04-07,JFK-LHR,Airbus A350,183,1414.48,6,Rain,Routine,3
FL01161,2025-06-29,SIN-SYD,Boeing 787,163,965.12,1,Clear,Routine,3
FL01162,2025-03-14,BOM-LHR,Boeing 777,181,622.01,26,Clear,Cleared,3
FL01163,2025-04-15,SIN-SYD,Airbus A380,188,1496.39,19,Rain,Cleared,1
FL01164,2025-12-06,BOM-LHR,Airbus A380,281,1101.02,2,Fog,Delayed,1
FL01165,2025-05-22,BOM-LHR,Boeing 787,141,760.55,11,Clear,Routine,5
FL01166,2025-11-18,DEL-SFO,Airbus A380,316,949.8,4,Snow,Routine,1
FL01167,2025-08-07,JFK-CDG,Airbus A350,148,769.79,10,Snow,Routine,1
FL01168,2025-10-25,BOM-LHR,Airbus A380,256,1360.38,75,Clear,Delayed,1
FL01169,2025-02-20,DXB-LHR,Boeing 787,57,853.12,28,Clear,Delayed,4
FL01170,2025-02-06,BOM-LHR,Boeing 787,370,1279.41,0,Clear,Delayed,1
FL01171,2025-01-09,BOM-LHR,Airbus A350,142,1300.22,7,Snow,Routine,3
FL01172,2025-04-20,BOM-LHR,Airbus A380,207,1280.42,0,Clear,Routine,2
FL01173,2025-02-04,DEL-SFO,Airbus A380,148,1152.74,31,Storm,Routine,1
FL01174,2025-12-08,DEL-SFO,Boeing 777,274,1318.6,15,Rain,Routine,5
FL01175,2025-08-05,JFK-LHR,Airbus A320,389,734.04,127,Rain,Routine,2
FL01176,2025-12-17,DEL-SFO,Boeing 787,257,393.33,33,Clear,Routine,2
FL01177,2025-08-29,DXB-LHR,Boeing 777,122,1303.07,18,Clear,Cleared,1
FL01178,2025-04-06,DXB-LHR,Boeing 787,108,872.71,40,Rain,Delayed,1
FL01179,2025-02-25,DEL-SFO,Boeing 777,336,409.22,30,Snow,Routine,2
FL01180,2025-02-20,SIN-SYD,Airbus A320,113,394.14,6,Clear,Routine,2
FL01181,2025-06-08,JFK-CDG,Boeing 777,305,449.05,18,Clear,Routine,5
FL01182,2025-11-18,DEL-SFO,Boeing 787,97,1188.72,20,Rain,Routine,5
FL01183,2025-06-22,BOM-LHR,Airbus A380,328,1138.57,15,Clear,Routine,5
FL01184,2025-03-30,SFO-HND,Boeing 787,247,504.77,4,Rain,Delayed,2
FL01185,2025-09-29,JFK-CDG,Airbus A350,207,1308.65,6,Clear,Routine,5
FL01186,2025-03-07,JFK-CDG,Airbus A350,360,601.62,8,Rain,Routine,4
FL01187,2025-03-30,DXB-LHR,Airbus A350,56,1241.23,0,Clear,Routine,1
FL01188,2025-09-06,JFK-CDG,Airbus A350,297,861.01,62,Snow,Delayed,2
FL01189,2025-09-23,DEL-SFO,Airbus A320,281,1164.44,28,Clear,Urgent,2
FL01190,2025-03-20,BOM-LHR,Airbus A380,155,726.73,29,Clear,Delayed,5
FL01191,2025-06-06,BOM-LHR,Airbus A380,147,683.93,21,Clear,Routine,5
FL01192,2025-07-07,JFK-LHR,Boeing 787,317,1301.7,29,Snow,Routine,4
FL01193,2025-08-07,BOM-LHR,Boeing 777,109,294.13,100,Clear,Delayed,2
FL01194,2025-02-26,BOM-LHR,Boeing 787,357,1468.42,12,Clear,Routine,3
FL01195,2025-10-01,DXB-LHR,Boeing 787,189,1060.22,31,Fog,Routine,5
FL01196,2025-07-13,BOM-LHR,Boeing 787,377,790.6,11,Clear,Routine,1
FL01197,2025-02-20,JFK-LHR,Boeing 787,239,1035.07,48,Clear,Routine,3
FL01198,2025-10-02,SFO-HND,Airbus A380,174,403.43,48,Rain,Routine,2
FL01199,2025-11-18,DEL-SFO,Boeing 777,212,892.57,58,Rain,Delayed,5
FL01200,2025-09-14,DXB-LHR,Boeing 787,109,1481.37,0,Clear,Routine,1
FL01201,2025-01-27,SFO-HND,Airbus A380,80,544.09,8,Rain,Delayed,3
FL01202,2025-06-29,DXB-LHR,Boeing 787,382,1152.85,3,Clear,Urgent,2
FL01203,2025-05-09,SIN-SYD,Airbus A350,125,793.71,15,Clear,Routine,3
FL01204,2025-04-19,JFK-CDG,Boeing 787,292,1065.57,17,Clear,Routine,2
FL01205,2025-12-24,SIN-SYD,Boeing 787,366,506.11,7,Clear,Routine,5
FL01206,2025-09-08,BOM-LHR,Airbus A320,307,838.08,32,Clear,Delayed,1
FL01207,2025-05-05,SFO-HND,Airbus A350,239,1475.12,7,Clear,Routine,4
FL01208,2025-10-11,BOM-LHR,Boeing 777,364,494.11,48,Clear,Delayed,3
FL01209,2025-10-13,JFK-CDG,Boeing 787,345,1045.56,4,Clear,Routine,1
FL01210,2025-12-31,DXB-LHR,Boeing 777,226,969.5,11,Clear,Cleared,4
FL01211,2025-04-16,JFK-CDG,Airbus A350,337,956.31,24,Clear,Delayed,5
FL01212,2025-08-07,JFK-LHR,Boeing 787,343,1018.9,23,Clear,Routine,2
FL01213,2025-10-17,JFK-CDG,Airbus A320,397,877.8,2,Clear,Routine,5
FL01214,2025-02-26,JFK-LHR,Airbus A380,256,271.16,46,Rain,Routine,1
FL01215,2025-05-19,JFK-CDG,Airbus A320,264,1375.12,22,Storm,Routine,1
FL01216,2025-09-18,DEL-SFO,Airbus A320,393,1283.72,50,Rain,Delayed,3
FL01217,2025-02-07,JFK-LHR,Airbus A380,190,467.71,50,Rain,Cleared,4
FL01218,2025-10-04,SFO-HND,Airbus A380,134,766.59,19,Clear,Cleared,4
FL01219,2025-07-30,BOM-LHR,Airbus A380,231,1213.19,60,Rain,Routine,3
FL01220,2025-10-07,BOM-LHR,Boeing 787,381,1475.08,47,Rain,Routine,5
FL01221,2025-01-17,SIN-SYD,Boeing 777,177,1438.92,79,Clear,Routine,3
FL01222,2025-05-29,BOM-LHR,Boeing 777,318,1374.2,47,Fog,Routine,5
FL01223,2025-08-29,DXB-LHR,Airbus A380,88,447.97,43,Clear,Routine,2
FL01224,2025-04-29,DEL-SFO,Airbus A320,72,1393.09,15,Clear,Delayed,1
FL01225,2025-01-18,JFK-CDG,Airbus A350,291,1348.06,5,Clear,Delayed,2
FL01226,2025-05-07,SIN-SYD,Airbus A380,156,721.19,60,Storm,Urgent,2
FL01227,2025-09-26,DXB-LHR,Airbus A320,397,743.15,32,Fog,Routine,4
FL01228,2025-01-16,DXB-LHR,Airbus A320,191,824.89,8,Fog,Routine,2
FL01229,2025-06-08,JFK-LHR,Boeing 787,194,1070.22,10,Clear,Delayed,1
FL01230,2025-10-26,BOM-LHR,Boeing 787,329,576.04,28,Rain,Routine,4
FL01231,2025-09-28,SFO-HND,Boeing 777,294,278.69,16,Clear,Delayed,5
FL01232,2025-12-01,SFO-HND,Boeing 777,240,426.54,2,Clear,Routine,4
FL01233,2025-11-20,SIN-SYD,Airbus A350,339,800.14,3,Fog,Delayed,1
FL01234,2025-07-09,DEL-SFO,Airbus A350,228,602.5,34,Clear,Delayed,4
FL01235,2025-10-13,SFO-HND,Airbus A350,161,1205.65,9,Clear,Routine,2
FL01236,2025-05-25,JFK-CDG,Airbus A350,263,383.36,17,Clear,Delayed,3
FL01237,2025-02-06,SFO-HND,Airbus A320,187,1396.83,36,Clear,Routine,2
FL01238,2025-07-25,SIN-SYD,Airbus A320,249,1369.16,34,Clear,Routine,4
FL01239,2025-10-19,SFO-HND,Boeing 777,56,1385.95,4,Clear,Delayed,5
FL01240,2025-07-21,JFK-CDG,Boeing 787,395,1174.51,2,Clear,Delayed,4
FL01241,2025-12-04,JFK-LHR,Boeing 787,62,383.75,22,Clear,Cleared,1
FL01242,2025-03-19,DEL-SFO,Airbus A380,129,797.67,33,Clear,Routine,2
FL01243,2025-04-02,SIN-SYD,Airbus A320,335,414.26,4,Fog,Routine,2
FL01244,2025-09-18,JFK-LHR,Airbus A350,208,1484.62,11,Rain,Urgent,4
FL01245,2025-03-27,JFK-LHR,Airbus A350,321,666.3,51,Rain,Routine,3
FL01246,2025-05-04,JFK-LHR,Airbus A380,250,981.66,72,Rain,Urgent,3
FL01247,2025-02-20,DXB-LHR,Boeing 787,199,1224.24,15,Clear,Routine,3
FL01248,2025-03-08,DEL-SFO,Airbus A350,345,1400.77,2,Storm,Delayed,3
FL01249,2025-03-31,BOM-LHR,Boeing 787,342,1194.43,7,Fog,Urgent,2
FL01250,2025-10-24,DEL-SFO,Airbus A380,383,1093.13,6,Clear,Delayed,3
FL01251,2025-01-05,DXB-LHR,Boeing 787,321,832.48,6,Clear,Urgent,1
FL01252,2025-03-20,BOM-LHR,Boeing 787,92,1006.75,17,Rain,Routine,3
FL01253,2025-09-13,DEL-SFO,Boeing 787,368,367.7,21,Clear,Routine,5
FL01254,2025-10-05,JFK-LHR,Airbus A350,64,1354.9,3,Fog,Routine,1
FL01255,2025-08-02,SIN-SYD,Boeing 777,297,929.72,55,Rain,Routine,4
FL01256,2025-07-28,BOM-LHR,Airbus A320,221,300.17,24,Clear,Routine,5
FL01257,2025-06-05,JFK-CDG,Boeing 787,267,1399.88,22,Clear,Cleared,1
FL01258,2025-09-11,JFK-CDG,Boeing 787,186,861.63,109,Rain,Routine,3
FL01259,2025-08-11,SFO-HND,Boeing 787,370,1335.74,24,Clear,Urgent,3
FL01260,2025-09-27,BOM-LHR,Boeing 777,276,1321.11,66,Fog,Cleared,3
FL01261,2025-05-02,SIN-SYD,Airbus A380,93,1269.69,8,Clear,Routine,2
FL01262,2025-04-27,DXB-LHR,Airbus A350,69,326.75,6,Fog,Routine,1
FL01263,2025-03-21,JFK-LHR,Boeing 777,168,558.83,18,Clear,Routine,3
FL01264,2025-05-16,SFO-HND,Boeing 787,283,1344.43,17,Rain,Routine,4
FL01265,2025-01-17,JFK-CDG,Boeing 777,385,1373.74,6,Clear,Routine,3
FL01266,2025-08-30,DXB-LHR,Boeing 777,311,822.59,30,Clear,Delayed,3
FL01267,2025-10-24,DXB-LHR,Boeing 777,132,800.05,0,Rain,Routine,1
FL01268,2025-06-20,JFK-LHR,Airbus A380,80,468.93,29,Clear,Routine,3
FL01269,2025-04-18,BOM-LHR,Airbus A320,371,1460.51,15,Clear,Routine,1
FL01270,2025-11-08,JFK-CDG,Airbus A350,323,516.42,29,Clear,Routine,3
FL01271,2025-06-28,SIN-SYD,Airbus A380,283,488.67,16,Clear,Urgent,3
FL01272,2025-06-04,DXB-LHR,Airbus A380,77,1075.91,94,Clear,Cleared,3
FL01273,2025-08-24,JFK-LHR,Airbus A320,301,553.56,10,Snow,Urgent,4
FL01274,2025-11-10,SIN-SYD,Airbus A380,373,1423.46,101,Clear,Routine,1
FL01275,2025-06-30,BOM-LHR,Boeing 777,302,263.63,1,Clear,Routine,2
FL01276,2025-08-05,JFK-CDG,Boeing 777,288,257.19,28,Clear,Routine,1
FL01277,2025-05-27,BOM-LHR,Boeing 787,363,881.1,15,Fog,Routine,3
FL01278,2025-09-09,DXB-LHR,Airbus A380,224,860.08,43,Fog,Routine,5
FL01279,2025-06-15,SIN-SYD,Boeing 787,243,454.21,38,Clear,Routine,1
FL01280,2025-10-05,SIN-SYD,Airbus A350,229,868.15,40,Fog,Routine,3
FL01281,2025-08-19,SIN-SYD,Boeing 777,344,764.58,2,Storm,Routine,1
FL01282,2025-06-12,DXB-LHR,Airbus A350,264,1362.91,43,Clear,Cleared,4
FL01283,2025-05-12,DXB-LHR,Airbus A320,252,261.57,6,Clear,Delayed,4
FL01284,2025-06-03,BOM-LHR,Boeing 777,299,1470.34,0,Clear,Routine,1
FL01285,2025-02-09,SFO-HND,Airbus A350,306,1030.49,6,Clear,Cleared,1
FL01286,2025-11-20,BOM-LHR,Airbus A320,124,439.8,16,Rain,Cleared,2
FL01287,2025-06-12,JFK-CDG,Airbus A350,393,308.45,33,Clear,Delayed,4
FL01288,2025-08-08,JFK-LHR,Airbus A320,251,922.63,6,Clear,Routine,3
FL01289,2025-04-13,SIN-SYD,Airbus A320,191,543.61,2,Clear,Routine,1
FL01290,2025-06-21,SFO-HND,Boeing 777,255,626.46,25,Snow,Routine,4
FL01291,2025-03-08,JFK-LHR,Boeing 787,248,556.42,103,Clear,Routine,3
FL01292,2025-06-11,SFO-HND,Airbus A320,220,1062.72,22,Clear,Cleared,3
FL01293,2025-11-01,DEL-SFO,Airbus A320,365,941.91,29,Fog,Delayed,4
FL01294,2025-05-06,BOM-LHR,Boeing 777,277,347.47,20,Clear,Routine,2
FL01295,2025-08-23,DXB-LHR,Boeing 787,228,908.16,38,Clear,Routine,5
